Season,Injury,from,until,Days,Games missed,age,player_name,tm_id,sb_id
19/20,Hamstring Injury,2020-01-22,2020-02-09,18,4,27.0,Anthony Knockaert,149237,3056
21/22,Hamstring Injury,2021-08-28,2021-09-10,13,1,27.0,Solly March,209212,3074
20/21,Knock,2021-02-05,2021-07-01,146,17,26.0,Solly March,209212,3074
20/21,Ankle Injury,2020-11-02,2020-11-20,18,1,26.0,Solly March,209212,3074
20/21,Muscle Injury,2020-07-06,2020-07-13,7,2,26.0,Solly March,209212,3074
19/20,Minor Knock,2020-01-17,2020-01-19,2,1,25.0,Solly March,209212,3074
19/20,Groin Injury,2019-11-24,2020-01-10,47,9,25.0,Solly March,209212,3074
19/20,Thigh Muscle Strain,2019-09-26,2019-10-04,8,1,25.0,Solly March,209212,3074
19/20,Muscle Injury,2019-09-19,2019-09-23,4,1,25.0,Solly March,209212,3074
18/19,Ankle Injury,2019-02-10,2019-02-25,15,1,24.0,Solly March,209212,3074
17/18,Knee Injury,2017-08-07,2017-08-11,4,0,23.0,Solly March,209212,3074
19/20,Knock,2019-12-29,2020-01-10,12,2,35.0,Glenn Murray,45693,3085
18/19,Calf Injury,2019-02-10,2019-02-25,15,1,34.0,Glenn Murray,45693,3085
18/19,Shoulder Injury,2018-12-05,2018-12-07,2,0,34.0,Glenn Murray,45693,3085
18/19,Ankle Injury,2018-11-25,2018-11-30,5,0,34.0,Glenn Murray,45693,3085
18/19,Concussion,2018-10-21,2018-10-26,5,0,34.0,Glenn Murray,45693,3085
17/18,Ankle Injury,2017-08-19,2017-09-09,21,4,33.0,Glenn Murray,45693,3085
12/13,Cruciate Ligament Injury,2013-05-10,2014-02-05,271,30,28.0,Glenn Murray,45693,3085
21/22,Knee Injury,2021-12-01,2022-01-22,52,9,29.0,Lewis Dunk,148153,3088
18/19,Knock,2019-02-10,2019-02-25,15,1,26.0,Lewis Dunk,148153,3088
18/19,Ankle Injury,2018-08-20,2018-08-31,11,2,26.0,Lewis Dunk,148153,3088
09/10,Ankle Fracture,2010-02-15,2010-03-13,26,6,28.0,Bruno Saltor,51528,3095
21/22,Corona virus,2021-12-14,2021-12-25,11,1,30.0,Pascal Groß,82873,3097
18/19,Hamstring Injury,2019-02-26,2019-04-16,49,9,27.0,Pascal Groß,82873,3097
18/19,Ankle Injury,2018-09-01,2018-11-22,82,9,27.0,Pascal Groß,82873,3097
15/16,Cold,2016-01-04,2016-01-06,2,0,24.0,Pascal Groß,82873,3097
14/15,Calf muscle strain,2015-05-21,2015-05-26,5,1,23.0,Pascal Groß,82873,3097
21/22,Thigh Problems,2022-04-03,2022-04-23,20,3,29.0,Shane Duffy,119269,3225
21/22,Ankle Injury,2022-01-14,2022-02-04,21,3,29.0,Shane Duffy,119269,3225
21/22,Corona virus,2021-12-16,2021-12-28,12,1,29.0,Shane Duffy,119269,3225
20/21,Bruise,2021-05-03,2021-06-01,29,6,28.0,Shane Duffy,119269,3225
19/20,Calf Injury,2020-01-23,2020-02-07,15,1,27.0,Shane Duffy,119269,3225
19/20,Groin Injury,2020-01-12,2020-01-17,5,0,27.0,Shane Duffy,119269,3225
19/20,Calf Injury,2019-09-26,2019-10-11,15,2,27.0,Shane Duffy,119269,3225
16/17,Metatarsal Fracture,2017-03-04,2017-04-15,42,8,24.0,Shane Duffy,119269,3225
21/22,Knee Injury,2021-12-01,2022-01-04,34,0,29.0,Davy Pröpper,79027,3239
21/22,Unknown Injury,2021-11-01,2021-11-10,9,2,29.0,Davy Pröpper,79027,3239
21/22,Unknown Injury,2021-09-28,2021-10-10,12,2,29.0,Davy Pröpper,79027,3239
21/22,Unknown Injury,2021-08-23,2021-09-14,22,3,29.0,Davy Pröpper,79027,3239
20/21,Groin Injury,2021-01-29,2021-02-12,14,4,28.0,Davy Pröpper,79027,3239
20/21,Knock,2020-11-07,2020-12-12,35,3,28.0,Davy Pröpper,79027,3239
20/21,Calf Injury,2020-09-24,2020-10-31,37,5,28.0,Davy Pröpper,79027,3239
20/21,Calf Injury,2020-09-10,2020-09-16,6,1,28.0,Davy Pröpper,79027,3239
19/20,Calf Injury,2020-07-02,2020-07-03,1,0,27.0,Davy Pröpper,79027,3239
19/20,Hamstring Injury,2019-09-22,2019-10-18,26,3,27.0,Davy Pröpper,79027,3239
18/19,Hamstring Injury,2019-04-21,2019-05-31,40,4,26.0,Davy Pröpper,79027,3239
18/19,Knock,2019-03-22,2019-03-29,7,0,26.0,Davy Pröpper,79027,3239
18/19,Ill,2019-02-10,2019-02-25,15,1,26.0,Davy Pröpper,79027,3239
18/19,Foot Injury,2018-10-08,2018-11-22,45,4,26.0,Davy Pröpper,79027,3239
15/16,Foot Injury,2016-03-21,2016-03-31,10,0,23.0,Davy Pröpper,79027,3239
14/15,Groin Injury,2014-09-27,2014-10-10,13,2,22.0,Davy Pröpper,79027,3239
12/13,Meniscal Injury,2013-01-14,2013-03-07,52,8,20.0,Davy Pröpper,79027,3239
11/12,Meniscal Injury,2012-01-16,2012-02-16,31,5,19.0,Davy Pröpper,79027,3239
22/23,Knee Problems,2022-08-10,2022-08-15,5,1,30.0,Mathew Ryan,128969,3240
21/22,Knee Injury,2021-07-22,2021-09-11,51,3,29.0,Mathew Ryan,128969,3240
20/21,Groin Injury,2021-01-28,2021-02-05,8,2,28.0,Mathew Ryan,128969,3240
18/19,Ankle Injury,2018-11-25,2018-11-30,5,0,26.0,Mathew Ryan,128969,3240
18/19,Knock,2018-10-07,2018-10-19,12,0,26.0,Mathew Ryan,128969,3240
16/17,Hip problems,2016-12-13,2017-01-23,41,6,24.0,Mathew Ryan,128969,3240
16/17,Knee Cyst,2016-12-12,2017-01-02,21,1,24.0,Mathew Ryan,128969,3240
16/17,Sprained ankle,2016-09-13,2016-10-06,23,4,24.0,Mathew Ryan,128969,3240
15/16,Meniscal Injury,2015-08-31,2015-11-14,75,13,23.0,Mathew Ryan,128969,3240
20/21,Knock,2021-02-14,2021-02-18,4,1,31.0,Dale Stephens,49755,3242
20/21,Hamstring Injury,2020-11-19,2020-12-13,24,4,31.0,Dale Stephens,49755,3242
20/21,Knock,2020-09-18,2020-09-25,7,0,31.0,Dale Stephens,49755,3242
19/20,Thigh Muscle Strain,2020-02-02,2020-02-28,26,2,30.0,Dale Stephens,49755,3242
18/19,Torn Knee Ligament,2019-01-31,2019-02-08,8,2,29.0,Dale Stephens,49755,3242
18/19,Hamstring Injury,2018-09-23,2018-10-19,26,2,29.0,Dale Stephens,49755,3242
18/19,Knee Injury,2018-10-11,2018-10-19,8,0,30.0,Gaëtan Bong,36291,3719
15/16,torn tendon,2015-10-29,2016-03-06,129,23,27.0,Gaëtan Bong,36291,3719
21/22,Knee Injury,2021-09-19,2021-10-14,25,4,24.0,Yves Bissouma,410425,4385
18/19,Shoulder Injury,2019-06-03,2019-09-13,102,5,21.0,Yves Bissouma,410425,4385
18/19,Hip Injury,2019-01-06,2019-01-28,22,3,21.0,Yves Bissouma,410425,4385
21/22,Knock,2022-04-18,2022-04-27,9,1,27.0,Alireza Jahanbakhsh,213268,5239
21/22,Corona virus,2022-03-21,2022-03-28,7,0,27.0,Alireza Jahanbakhsh,213268,5239
21/22,Minor Knock,2021-11-03,2021-11-06,3,1,27.0,Alireza Jahanbakhsh,213268,5239
21/22,Groin Injury,2021-08-12,2021-08-18,6,2,27.0,Alireza Jahanbakhsh,213268,5239
21/22,Fitness,2021-07-17,2021-07-28,11,1,27.0,Alireza Jahanbakhsh,213268,5239
20/21,Ankle Injury,2021-01-12,2021-02-24,43,10,26.0,Alireza Jahanbakhsh,213268,5239
20/21,Hamstring Injury,2020-10-01,2020-11-05,35,4,26.0,Alireza Jahanbakhsh,213268,5239
19/20,Hamstring Injury,2020-07-15,2020-07-25,10,2,25.0,Alireza Jahanbakhsh,213268,5239
19/20,Knock,2020-01-12,2020-01-17,5,0,25.0,Alireza Jahanbakhsh,213268,5239
19/20,Knock,2019-09-11,2019-09-27,16,3,25.0,Alireza Jahanbakhsh,213268,5239
18/19,Hamstring Injury,2018-11-04,2019-01-11,68,11,24.0,Alireza Jahanbakhsh,213268,5239
17/18,Knock,2018-06-15,2018-06-18,3,0,23.0,Alireza Jahanbakhsh,213268,5239
17/18,Calf Injury,2018-03-05,2018-03-05,0,0,23.0,Alireza Jahanbakhsh,213268,5239
17/18,Groin Injury,2017-09-11,2017-09-11,0,0,23.0,Alireza Jahanbakhsh,213268,5239
16/17,Minor Knock,2017-05-25,2017-06-01,7,2,22.0,Alireza Jahanbakhsh,213268,5239
16/17,groin strain,2016-09-19,2016-10-03,14,4,22.0,Alireza Jahanbakhsh,213268,5239
15/16,Knee Injury,2015-04-06,2015-09-03,150,11,21.0,Alireza Jahanbakhsh,213268,5239
14/15,Thigh Problems,2015-03-02,2015-03-09,7,1,20.0,Alireza Jahanbakhsh,213268,5239
13/14,Foot Injury,2014-02-24,2014-02-27,3,0,19.0,Alireza Jahanbakhsh,213268,5239
13/14,Hamstring Injury,2013-12-23,2014-01-30,38,3,19.0,Alireza Jahanbakhsh,213268,5239
22/23,Hamstring Injury,2022-08-13,2022-08-26,13,2,27.0,Bernardo,364258,8960
21/22,Knee Surgery,2021-11-26,2022-03-01,95,8,26.0,Bernardo,364258,8960
21/22,Pelvis Injury,2021-10-04,2021-10-14,10,0,26.0,Bernardo,364258,8960
21/22,Knee Problems,2021-09-18,2021-09-23,5,2,26.0,Bernardo,364258,8960
21/22,Adductor problems,2021-07-22,2021-08-07,16,2,26.0,Bernardo,364258,8960
20/21,Ruptured sideband in the knee,2021-01-28,2021-03-12,43,10,25.0,Bernardo,364258,8960
19/20,Knee Surgery,2019-09-02,2019-12-04,93,11,24.0,Bernardo,364258,8960
18/19,Hamstring Injury,2019-01-03,2019-02-06,34,7,23.0,Bernardo,364258,8960
17/18,Ill,2017-12-11,2017-12-16,5,1,22.0,Bernardo,364258,8960
17/18,Fitness,2017-08-14,2017-08-21,7,1,22.0,Bernardo,364258,8960
17/18,Ankle problems,2017-07-31,2017-08-14,14,1,22.0,Bernardo,364258,8960
16/17,Finger Injury,2017-03-02,2017-03-20,18,3,21.0,Bernardo,364258,8960
16/17,Meniscus Damage,2016-10-31,2016-12-12,42,5,21.0,Bernardo,364258,8960
18/19,Ankle Injury,2018-11-03,2019-01-13,71,18,31.0,Mousa Dembélé,19368,3037
18/19,Thigh Problems,2018-09-29,2018-10-20,21,4,31.0,Mousa Dembélé,19368,3037
17/18,Bruised Ankle,2017-09-19,2017-10-22,33,7,30.0,Mousa Dembélé,19368,3037
16/17,Unknown Injury,2016-09-18,2016-10-02,14,5,29.0,Mousa Dembélé,19368,3037
15/16,Injury to the ankle,2015-12-28,2016-01-11,14,3,28.0,Mousa Dembélé,19368,3037
15/16,Foot Injury,2015-12-14,2015-12-17,3,0,28.0,Mousa Dembélé,19368,3037
15/16,Sprained ankle,2015-08-31,2015-09-17,17,2,28.0,Mousa Dembélé,19368,3037
12/13,Hip Injury,2012-10-15,2012-11-19,35,8,25.0,Mousa Dembélé,19368,3037
11/12,Calf Problems,2012-01-16,2012-02-02,17,3,24.0,Mousa Dembélé,19368,3037
10/11,Ankle Injury,2010-11-18,2011-01-06,49,8,23.0,Mousa Dembélé,19368,3037
10/11,Thigh Problems,2010-10-18,2010-11-04,17,2,23.0,Mousa Dembélé,19368,3037
10/11,Shinbone injury,2010-09-20,2010-10-14,24,3,23.0,Mousa Dembélé,19368,3037
08/09,Meniscus Damage,2008-10-16,2008-12-25,70,12,21.0,Mousa Dembélé,19368,3037
19/20,Strain,2019-10-16,2019-10-21,5,1,27.0,Christian Eriksen,69633,3043
18/19,Abdominal Strain,2018-09-22,2018-10-20,28,6,26.0,Christian Eriksen,69633,3043
15/16,Knee Injury,2015-08-21,2015-09-17,27,4,23.0,Christian Eriksen,69633,3043
13/14,Unknown Injury,2013-11-16,2013-12-10,24,5,21.0,Christian Eriksen,69633,3043
10/11,Flu,2010-09-11,2010-09-15,4,2,18.0,Christian Eriksen,69633,3043
22/23,Calf Injury,2022-11-06,2022-11-17,11,3,35.0,Jan Vertonghen,43250,3077
22/23,Ill,2022-10-06,2022-10-12,6,2,35.0,Jan Vertonghen,43250,3077
22/23,Calf Injury,2022-09-09,2022-09-13,4,1,35.0,Jan Vertonghen,43250,3077
21/22,Corona virus,2022-01-07,2022-01-14,7,1,34.0,Jan Vertonghen,43250,3077
21/22,Muscle Injury,2021-08-11,2021-08-23,12,3,34.0,Jan Vertonghen,43250,3077
20/21,Thigh Problems,2021-02-28,2021-03-11,11,3,33.0,Jan Vertonghen,43250,3077
20/21,Corona virus,2021-01-19,2021-01-27,8,2,33.0,Jan Vertonghen,43250,3077
20/21,Facial Fracture,2020-09-30,2020-10-15,15,1,33.0,Jan Vertonghen,43250,3077
19/20,Muscle Injury,2019-10-31,2019-11-24,24,4,32.0,Jan Vertonghen,43250,3077
18/19,Head Injury,2019-05-01,2019-05-31,30,3,31.0,Jan Vertonghen,43250,3077
18/19,Hip Injury,2019-02-24,2019-03-01,5,1,31.0,Jan Vertonghen,43250,3077
18/19,Hamstring Injury,2018-12-12,2019-01-12,31,8,31.0,Jan Vertonghen,43250,3077
18/19,Hamstring Injury,2018-09-29,2018-11-22,54,10,31.0,Jan Vertonghen,43250,3077
16/17,Ankle Injury,2017-01-14,2017-02-18,35,7,29.0,Jan Vertonghen,43250,3077
15/16,Torn Ankle Ligament,2016-06-30,2016-08-12,43,0,28.0,Jan Vertonghen,43250,3077
15/16,Knee Injury,2016-01-25,2016-04-14,80,16,28.0,Jan Vertonghen,43250,3077
13/14,Sprained Ankle,2014-03-31,2014-04-17,17,2,26.0,Jan Vertonghen,43250,3077
13/14,Ankle Injury,2013-12-09,2014-01-16,38,9,26.0,Jan Vertonghen,43250,3077
13/14,Ankle Injury,2013-07-25,2013-08-15,21,0,26.0,Jan Vertonghen,43250,3077
11/12,Influenza,2012-04-12,2012-04-19,7,1,24.0,Jan Vertonghen,43250,3077
11/12,groin strain,2011-07-11,2011-08-15,35,3,24.0,Jan Vertonghen,43250,3077
08/09,Torn Muscle Fibre,2009-03-02,2009-04-06,35,6,21.0,Jan Vertonghen,43250,3077
22/23,Unknown Injury,2022-09-02,2023-01-15,135,16,26.0,Harry Winks,249126,3082
20/21,Knock,2020-11-19,2020-11-25,6,1,24.0,Harry Winks,249126,3082
19/20,Ankle Injury,2019-12-06,2019-12-14,8,2,23.0,Harry Winks,249126,3082
18/19,Groin Surgery,2019-04-13,2019-05-31,48,9,22.0,Harry Winks,249126,3082
18/19,Groin Injury,2019-03-01,2019-04-03,33,5,22.0,Harry Winks,249126,3082
17/18,Ankle Injury,2018-03-20,2018-08-17,150,10,21.0,Harry Winks,249126,3082
17/18,Ankle Injury,2018-01-05,2018-02-03,29,5,21.0,Harry Winks,249126,3082
17/18,Ill,2017-11-25,2017-11-29,4,2,21.0,Harry Winks,249126,3082
17/18,Ankle Injury,2017-11-06,2017-11-13,7,0,21.0,Harry Winks,249126,3082
16/17,Ankle Injury,2017-04-03,2017-06-01,59,10,20.0,Harry Winks,249126,3082
22/23,Knee Injury,2022-09-15,2022-10-03,18,2,29.0,Ben Davies,192765,3086
21/22,Thigh Muscle Strain,2022-03-28,2022-03-31,3,0,28.0,Ben Davies,192765,3086
21/22,Ill,2021-10-04,2021-10-11,7,0,28.0,Ben Davies,192765,3086
20/21,Shinbone injury,2021-03-22,2021-05-31,70,10,27.0,Ben Davies,192765,3086
19/20,Ankle Injury,2019-11-21,2020-02-10,81,19,26.0,Ben Davies,192765,3086
19/20,Groin Injury,2019-08-08,2019-08-19,11,2,26.0,Ben Davies,192765,3086
18/19,Groin Strain,2019-01-24,2019-02-25,32,7,25.0,Ben Davies,192765,3086
17/18,Ill,2017-10-09,2017-10-23,14,3,24.0,Ben Davies,192765,3086
16/17,Ankle Injury,2016-10-31,2016-12-12,42,8,23.0,Ben Davies,192765,3086
15/16,Head Injury,2016-03-17,2016-03-24,7,2,22.0,Ben Davies,192765,3086
14/15,Shoulder Injury,2015-04-27,2015-07-02,66,4,21.0,Ben Davies,192765,3086
13/14,Calf muscle strain,2014-02-20,2014-02-27,7,3,20.0,Ben Davies,192765,3086
13/14,Sprained ankle,2013-10-21,2013-11-04,14,3,20.0,Ben Davies,192765,3086
22/23,Thigh Muscle Strain,2022-09-04,2022-09-22,18,3,26.0,Dele Alli,207929,3094
20/21,tendon irritation,2021-01-22,2021-02-09,18,5,24.0,Dele Alli,207929,3094
19/20,Muscle Injury,2020-07-03,2020-07-25,22,5,23.0,Dele Alli,207929,3094
19/20,Hamstring Injury,2019-08-04,2019-08-31,27,3,23.0,Dele Alli,207929,3094
18/19,Fractured Hand,2019-04-10,2019-04-15,5,1,22.0,Dele Alli,207929,3094
18/19,Thigh Muscle Strain,2019-01-20,2019-03-09,48,12,22.0,Dele Alli,207929,3094
18/19,Hamstring Injury,2018-12-24,2018-12-28,4,1,22.0,Dele Alli,207929,3094
18/19,Hamstring Injury,2018-09-28,2018-10-29,31,6,22.0,Dele Alli,207929,3094
18/19,Hamstring Injury,2018-09-08,2018-09-22,14,3,22.0,Dele Alli,207929,3094
18/19,Strain,2018-07-04,2018-07-06,2,0,22.0,Dele Alli,207929,3094
17/18,Hamstring Injury,2017-11-02,2017-11-15,13,1,21.0,Dele Alli,207929,3094
16/17,Knee Injury,2016-11-07,2016-11-17,10,0,20.0,Dele Alli,207929,3094
14/15,Ankle Injury,2015-02-16,2015-04-02,45,8,18.0,Dele Alli,207929,3094
13/14,Torn Ligament,2013-09-30,2013-10-31,31,6,17.0,Dele Alli,207929,3094
21/22,Metatarsal Fracture,2022-02-13,2022-05-01,77,13,30.0,Kieran Trippier,95810,3308
21/22,Shoulder Injury,2021-11-08,2021-12-10,32,5,30.0,Kieran Trippier,95810,3308
19/20,Groin Strain,2020-01-16,2020-02-20,35,7,28.0,Kieran Trippier,95810,3308
18/19,Strain in the thigh and gluteal muscles,2019-03-03,2019-03-22,19,2,27.0,Kieran Trippier,95810,3308
18/19,Groin Strain,2018-11-10,2018-12-13,33,7,27.0,Kieran Trippier,95810,3308
18/19,Bruise,2018-08-01,2018-08-17,16,1,27.0,Kieran Trippier,95810,3308
17/18,Ankle Injury,2017-08-05,2017-08-19,14,1,26.0,Kieran Trippier,95810,3308
18/19,Muscle Injury,2019-03-18,2019-04-11,24,3,34.0,Fernando Torres,7767,3486
16/17,Head Injury,2017-03-02,2017-03-13,11,3,32.0,Fernando Torres,7767,3486
16/17,Muscle Injury,2016-11-24,2016-12-05,11,3,32.0,Fernando Torres,7767,3486
14/15,Influenza,2014-12-11,2014-12-15,4,1,30.0,Fernando Torres,7767,3486
13/14,Minor Knock,2014-01-30,2014-02-10,11,2,29.0,Fernando Torres,7767,3486
13/14,Hamstring Injury,2013-11-04,2013-11-25,21,3,29.0,Fernando Torres,7767,3486
13/14,Medial Collateral Ligament Injury,2013-09-30,2013-10-17,17,2,29.0,Fernando Torres,7767,3486
10/11,Torn Muscle Fibre,2010-07-12,2010-08-12,31,2,26.0,Fernando Torres,7767,3486
09/10,Knee Problems,2010-04-19,2010-05-24,35,6,25.0,Fernando Torres,7767,3486
09/10,Knee Problems,2010-01-14,2010-02-25,42,9,25.0,Fernando Torres,7767,3486
08/09,Thigh Problems,2008-11-27,2009-01-01,35,7,24.0,Fernando Torres,7767,3486
08/09,Torn Muscle Fibre,2008-11-27,2008-12-22,25,5,24.0,Fernando Torres,7767,3486
08/09,Torn Muscle Fibre,2008-10-16,2008-11-06,21,6,24.0,Fernando Torres,7767,3486
08/09,Knee Problems,2008-09-01,2008-09-11,10,0,24.0,Fernando Torres,7767,3486
07/08,Tear in the abductor muscle,2008-02-07,2008-02-14,7,1,23.0,Fernando Torres,7767,3486
07/08,pulmonic cyst,2007-10-29,2007-11-19,21,4,23.0,Fernando Torres,7767,3486
21/22,Quarantine,2021-09-09,2021-09-17,8,2,25.0,Davinson Sánchez,341429,3494
19/20,Ankle Injury,2019-09-12,2019-09-17,5,1,23.0,Davinson Sánchez,341429,3494
18/19,Knock,2019-05-05,2019-05-31,26,2,22.0,Davinson Sánchez,341429,3494
18/19,Hamstring Injury,2018-11-06,2018-12-26,50,12,22.0,Davinson Sánchez,341429,3494
16/17,Rest,2016-12-08,2016-12-08,0,1,20.0,Davinson Sánchez,341429,3494
16/17,Rest,2016-11-24,2016-11-24,0,1,20.0,Davinson Sánchez,341429,3494
16/17,Rest,2016-10-26,2016-10-26,0,1,20.0,Davinson Sánchez,341429,3494
18/19,Groin Strain,2018-10-06,2018-11-24,49,9,28.0,Danny Rose,50174,3594
17/18,Knee Problems,2017-12-28,2018-01-30,33,6,27.0,Danny Rose,50174,3594
17/18,Medial Collateral Ligament Knee Injury,2017-01-30,2017-10-17,260,33,27.0,Danny Rose,50174,3594
16/17,Hamstring Injury,2016-09-05,2016-10-03,28,7,26.0,Danny Rose,50174,3594
14/15,Hamstring Injury,2015-04-20,2015-05-04,14,2,24.0,Danny Rose,50174,3594
13/14,Knee Injury,2014-02-24,2014-03-10,14,3,23.0,Danny Rose,50174,3594
13/14,Fractured Foot,2013-09-19,2013-12-09,81,18,23.0,Danny Rose,50174,3594
18/19,Knee Injury,2018-09-21,2018-10-21,30,6,34.0,Michel Vorm,26276,3609
17/18,Minor Knock,2017-11-02,2017-11-16,14,1,33.0,Michel Vorm,26276,3609
13/14,Ill,2014-03-03,2014-03-13,10,0,29.0,Michel Vorm,26276,3609
13/14,Hand Injury,2013-10-14,2013-10-17,3,0,29.0,Michel Vorm,26276,3609
12/13,groin strain,2012-10-29,2012-12-24,56,11,28.0,Michel Vorm,26276,3609
07/08,Knee Problems,2008-01-28,2008-06-30,154,14,23.0,Michel Vorm,26276,3609
22/23,Calf Injury,2022-08-29,2022-10-10,42,8,29.0,Lucas Moura,77100,3745
21/22,Dead Leg,2022-02-24,2022-03-03,7,2,28.0,Lucas Moura,77100,3745
21/22,Ankle Injury,2021-09-16,2021-09-23,7,3,28.0,Lucas Moura,77100,3745
19/20,Knock,2020-07-16,2020-07-20,4,1,26.0,Lucas Moura,77100,3745
19/20,Knock,2019-12-23,2020-01-02,10,3,26.0,Lucas Moura,77100,3745
18/19,Knee Injury,2019-01-03,2019-01-24,21,5,25.0,Lucas Moura,77100,3745
18/19,Knock,2018-08-09,2018-08-20,11,2,25.0,Lucas Moura,77100,3745
17/18,Ankle Injury,2017-08-21,2017-09-07,17,1,24.0,Lucas Moura,77100,3745
14/15,Thigh Problems,2015-02-16,2015-04-13,56,11,21.0,Lucas Moura,77100,3745
20/21,Ankle Injury,2021-04-16,2021-04-22,6,2,27.0,Harry Kane,132098,10955
20/21,Ankle Injury,2021-01-29,2021-02-05,7,2,27.0,Harry Kane,132098,10955
20/21,Unknown Injury,2020-11-30,2020-12-05,5,1,27.0,Harry Kane,132098,10955
19/20,Fitness,2020-03-09,2020-04-01,23,1,26.0,Harry Kane,132098,10955
19/20,Thigh muscle rupture,2020-01-02,2020-03-09,67,14,26.0,Harry Kane,132098,10955
19/20,Ill,2019-11-01,2019-11-04,3,1,26.0,Harry Kane,132098,10955
18/19,Ligament Injury,2019-04-10,2019-05-31,51,9,25.0,Harry Kane,132098,10955
18/19,Torn Ankle Ligament,2019-01-14,2019-02-23,40,8,25.0,Harry Kane,132098,10955
18/19,Back Injury,2018-07-04,2018-07-06,2,0,25.0,Harry Kane,132098,10955
17/18,Ankle Injury,2018-03-12,2018-04-01,20,2,24.0,Harry Kane,132098,10955
17/18,Knee Injury,2017-11-06,2017-11-14,8,0,24.0,Harry Kane,132098,10955
17/18,Hamstring Injury,2017-10-23,2017-10-30,7,2,24.0,Harry Kane,132098,10955
16/17,Ankle Injury,2017-03-13,2017-04-06,24,3,23.0,Harry Kane,132098,10955
16/17,Ankle Injury,2016-09-19,2016-11-07,49,11,23.0,Harry Kane,132098,10955
13/14,Back Injury,2013-11-11,2013-12-30,49,11,20.0,Harry Kane,132098,10955
12/13,Metatarsal Fracture,2012-09-27,2012-11-19,53,8,19.0,Harry Kane,132098,10955
22/23,Muscular problems,2022-08-02,2022-08-06,4,1,33.0,Toby Alderweireld,42710,20005
20/21,Groin Strain,2020-11-21,2020-12-05,14,4,31.0,Toby Alderweireld,42710,20005
17/18,Hamstring Injury,2017-11-02,2018-03-11,129,29,28.0,Toby Alderweireld,42710,20005
16/17,Knee Injury,2016-10-17,2016-12-01,45,9,27.0,Toby Alderweireld,42710,20005
14/15,Hamstring Injury,2015-01-12,2015-03-02,49,8,25.0,Toby Alderweireld,42710,20005
14/15,Thigh Problems,2014-09-18,2014-09-25,7,2,25.0,Toby Alderweireld,42710,20005
12/13,groin strain,2012-11-12,2012-11-19,7,1,23.0,Toby Alderweireld,42710,20005
11/12,Strain in the thigh and gluteal muscles,2012-01-23,2012-02-09,17,2,22.0,Toby Alderweireld,42710,20005
11/12,Thigh Problems,2011-12-05,2012-01-02,28,3,22.0,Toby Alderweireld,42710,20005
11/12,Ankle Injury,2011-10-03,2011-10-13,10,0,22.0,Toby Alderweireld,42710,20005
22/23,Knock,2022-07-30,2022-08-08,9,1,27.0,Nathaniel Chalobah,128900,3287
21/22,Fitness,2021-12-03,2021-12-18,15,2,26.0,Nathaniel Chalobah,128900,3287
21/22,Calf Injury,2021-10-16,2021-12-03,48,10,26.0,Nathaniel Chalobah,128900,3287
21/22,Hamstring Injury,2021-09-25,2021-10-08,13,3,26.0,Nathaniel Chalobah,128900,3287
20/21,Corona virus,2020-08-26,2020-09-09,14,0,25.0,Nathaniel Chalobah,128900,3287
19/20,Back Injury,2020-02-02,2020-02-07,5,0,24.0,Nathaniel Chalobah,128900,3287
19/20,Groin Injury,2020-01-23,2020-01-31,8,1,24.0,Nathaniel Chalobah,128900,3287
19/20,Groin Injury,2020-01-05,2020-01-11,6,0,24.0,Nathaniel Chalobah,128900,3287
18/19,Unknown Injury,2018-12-16,2019-01-05,20,4,23.0,Nathaniel Chalobah,128900,3287
18/19,Knee Injury,2018-10-17,2018-11-02,16,2,23.0,Nathaniel Chalobah,128900,3287
17/18,Knee Surgery,2017-09-20,2018-08-26,340,38,22.0,Nathaniel Chalobah,128900,3287
16/17,groin strain,2017-06-28,2017-07-20,22,0,21.0,Nathaniel Chalobah,128900,3287
16/17,groin strain,2017-06-23,2017-06-25,2,0,21.0,Nathaniel Chalobah,128900,3287
14/15,Knock,2015-03-12,2015-04-09,28,5,19.0,Nathaniel Chalobah,128900,3287
20/21,Ruptured cruciate ligament,2021-02-10,2021-06-01,111,34,26.0,Alfie Mawson,287431,3459
20/21,Knee Surgery,2020-10-21,2021-01-14,85,17,26.0,Alfie Mawson,287431,3459
19/20,Fitness,2020-06-01,2020-07-06,35,4,25.0,Alfie Mawson,287431,3459
19/20,Knee Surgery,2020-01-20,2020-05-31,132,10,25.0,Alfie Mawson,287431,3459
19/20,Knee Injury,2019-07-27,2019-07-31,4,0,25.0,Alfie Mawson,287431,3459
18/19,Knee Surgery,2018-12-29,2019-04-27,119,18,24.0,Alfie Mawson,287431,3459
18/19,Knee Injury,2018-06-14,2018-08-27,74,8,24.0,Alfie Mawson,287431,3459
19/20,Shoulder Injury,2020-06-14,2020-07-19,35,6,25.0,Luciano Vietto,214316,6744
19/20,Unknown Injury,2020-01-13,2020-01-29,16,3,25.0,Luciano Vietto,214316,6744
19/20,Unknown Injury,2019-09-05,2019-09-17,12,1,25.0,Luciano Vietto,214316,6744
16/17,Back trouble,2016-09-08,2016-09-13,5,1,22.0,Luciano Vietto,214316,6744
15/16,Gastric problems,2015-10-07,2015-11-17,41,6,21.0,Luciano Vietto,214316,6744
14/15,Lumbago,2015-04-24,2015-04-30,6,2,20.0,Luciano Vietto,214316,6744
